child,gift,weight
25,63,44.58822510794895
25,70,68.69705219745933
25,71,57.07441573334739
25,75,9.067424934359503
25,80,11.605377555972552
25,81,77.46098585967492
25,83,45.690851082083896
25,87,52.83124432039244
25,88,41.94897185345462
25,91,27.36016139764459
26,1,3.638847110480392
26,5,8.957311779164423
26,7,0.011660392316725776
26,11,71.01349294118783
26,12,58.53157024553287
26,14,55.003152943407784
26,22,9.777012247613525
26,26,15.753783494657137
26,27,58.99703193388098
26,30,64.48402079142751
26,34,3.0492606300021485
26,44,55.60689550548289
26,45,47.507101468303006
26,47,23.935680505965895
26,49,99.51501683431707
26,54,12.625140554536907
26,56,13.164228772625497
26,58,99.9025565450553
26,59,19.148393418415143
26,62,40.22481416952197
26,64,66.83859344234536
26,67,67.2139887509824
26,70,62.125545615507875
26,77,25.27930818388563
26,95,53.313009772670725
26,97,98.59898573288652
26,99,89.65684138276691
27,5,86.54818705260986
27,6,66.21107264733949
27,15,30.140667329208924
27,30,25.170723964141708
27,52,40.63562412179586
27,53,69.22069596040262
27,63,52.58106610029506
27,65,53.6315021234055
27,77,20.173886607095394
27,83,32.810725510358964
27,85,84.93723943059118
27,86,10.757085201920113
27,89,46.50628478366566
27,92,68.64595426235294
27,93,13.345145171425344
27,99,20.676729584797393
28,1,73.74669383519249
28,3,3.010950729607853
28,5,44.21377812100552
28,10,54.818415909415755
28,19,12.81935698905774
28,20,0.38807982560815635
28,25,27.12205232614138
28,30,85.83009998597771
28,34,55.620372655027865
28,38,67.32317360552324
28,43,38.4798440531527
28,46,24.74573771391112
28,50,8.835183770143951
28,57,19.965328603020925
28,61,17.419275330830764
28,64,42.71118504467909
28,67,6.891395448895798
28,77,37.13543193147266
28,79,71.31300236257445
28,83,81.29826891684728
28,84,97.45628011657931
28,95,71.7047824460072
29,0,49.05020196546731
29,1,8.406908283064807
29,2,58.98310663546334
29,4,70.76733132653887
29,9,48.75572478327861
29,10,86.99293377714481
29,19,49.74338613412891
29,25,60.345614136735435
29,27,14.420048357200955
29,28,28.639788705615732
29,30,99.41963817992591
29,38,20.906304425776735
29,40,19.94398897491767
29,42,75.78380969691801
29,43,93.3471186121513
29,48,0.7819797664776695
29,52,79.55342064347121
29,55,40.739417088565446
29,56,93.71060046274678
29,62,30.495391461135156
29,63,84.87371131607902
29,65,70.49717154200599
29,68,31.441828454138765
29,74,21.65585216614776
29,90,39.598263999896176
29,92,42.310708516904036
29,98,92.60794703652704
30,0,90.95222297392733
30,4,15.044724737913306
30,9,26.89425997270757
30,10,95.31188807854872
30,22,95.24591716978577
30,23,78.30741036952625
30,25,94.51336487308335
30,27,49.295674240538865
30,31,25.160060381184913
30,40,9.344754462244232
30,54,39.210632313125636
30,56,21.586031977560616
30,72,27.146962330461445
30,74,40.30401956435221
30,81,62.46504996811245
30,89,68.16427130314075
30,90,46.998800603388126
30,99,33.87661675778442
31,0,47.65486576784221
31,5,6.123893159434079
31,11,0.9009247507180906
31,15,4.316849525009648
31,16,77.53822900816228
31,17,80.4325455338114
31,25,17.88684149410187
31,27,94.45927585523415
31,31,16.230351688201218
31,38,98.80320416127503
31,41,40.90540746214344
31,42,16.156067329648483
31,43,58.490311157810446
31,49,74.84599388505248
31,51,13.82651223762441
31,55,21.176409017781783
31,56,27.83229725880707
31,57,78.47516411607253
31,58,92.36884071210352
31,60,0.14067009462958024
31,62,95.55608860995575
31,73,56.43738100325712
31,74,3.831098388702492
31,96,37.932039469587764
32,0,62.27056657087454
32,4,52.07624582314083
32,13,2.3216196162512803
32,24,31.14356441538423
32,30,1.8392540923474532
32,40,78.57209820678509
32,52,86.68636051310834
32,53,88.17507936253593
32,76,52.13851403248319
32,77,16.698932275240498
32,78,4.641759863955075
32,81,74.17157203313464
32,86,17.6856309066191
32,91,34.437412319632124
32,94,34.90667474433161
32,95,50.074792974578195
32,96,84.58723513445563
33,1,16.16086925305671
33,4,18.987811133868927
33,6,98.23799173249611
33,8,55.74380707455238
33,9,57.75529463095649
33,14,99.05249690420112
33,16,38.12087806287765
33,17,44.82680177205992
33,18,25.7717410518591
33,22,2.7335946371674913
33,23,20.83284890051733
33,25,30.262844594930183
33,29,1.7221660623689239
33,31,7.824537747028959
33,40,33.02468342678224
33,43,17.793100561652786
33,50,63.83166256878264
33,52,95.41887197962168
33,63,62.59495836045961
33,67,48.181367935147264
33,68,28.625699365133816
33,69,1.0681740271568652
33,71,94.79653201808911
33,73,58.46550331715478
33,75,1.0910087567362337
33,76,57.9503700907965
33,78,66.14192448077155
33,83,98.15523709698486
33,85,80.47583709869043
33,96,23.036289686611255
34,6,94.47685947534752
34,12,25.101912439590336
34,17,12.031985312294957
34,22,42.248439128277916
34,23,68.34028858421487
34,30,87.79958723222279
34,33,57.68360492814067
34,35,82.46429211278985
34,36,18.17867030930963
34,37,75.8855790525754
34,46,28.536812184936444
34,47,17.544984206026736
34,48,55.43371649991749
34,52,15.075264846187576
34,56,27.267545240473012
34,57,43.57859805819449
34,61,11.392044075047348
34,66,27.92050590723214
34,73,2.748161990777187
34,79,91.45596067650713
34,83,39.97300505346081
34,87,18.785003806893286
34,90,98.14413384672838
34,91,77.34390384104326
35,2,71.91213413835749
35,4,72.2674422750441
35,6,2.6821302315780615
35,7,77.22701518405441
35,18,62.291769344936235
35,24,23.34392361379224
35,32,4.961474723792247
35,35,58.728694578143816
35,39,52.303117181307115
35,40,11.175699267969541
35,43,5.734650863817192
35,44,81.22556459135097
35,48,73.83305355091315
35,57,88.31642230347731
35,59,35.12523864524644
35,60,96.95424647310278
35,67,5.703099353208407
35,68,57.314691457441484
35,75,19.969075346489973
35,83,66.2250058958902
35,85,45.83644375425165
35,91,74.42094245245929
35,95,22.706217100952465
35,97,36.08612123982501
35,98,61.89615549554901
36,4,74.42452905626841
36,5,34.86268016900471
36,8,80.3605901262364
36,12,80.40561915918629
36,13,37.83984542262292
36,15,23.146957396312963
36,22,65.96773010727516
36,28,81.91226882586123
36,40,98.90987620124494
36,41,15.218462531866306
36,46,8.108014871885604
36,47,93.23324206602707
36,49,66.67795589474291
36,55,6.640130208208095
36,60,59.685502081463696
36,63,87.71571028261023
36,64,99.15458251321648
36,65,54.45937890024742
36,69,20.39168560059338
36,71,11.88510020350897
36,77,86.19458914443742
36,79,7.552514226619955
36,81,13.114171174864541
36,88,20.466356576691812
36,90,94.25374822060525
36,95,52.11554221960102
36,97,13.95740107257778
37,3,21.73784716656946
37,13,87.35525071320927
37,14,67.77424941043816
37,15,16.27362045001114
37,16,93.36455621400596
37,18,11.771762166302368
37,28,10.847454805845336
37,30,62.505973527092664
37,34,38.14873373181524
37,38,5.938040095768682
37,40,98.9940496186184
37,47,22.891921306774087
37,48,30.048284874485354
37,60,71.51049486534865
37,61,56.99073182383846
37,63,26.1568500088718
37,65,58.20337658468887
37,66,57.9318785087792
37,77,88.16110740492967
37,79,37.323854778986664
37,85,72.43368881404079
37,95,80.5356312701332
37,98,54.589261093015764
38,6,7.401493847054475
38,7,29.42253466688285
38,12,32.790099697439615
38,17,84.30885995865401
38,22,80.07340938238902
38,32,98.84007155222909
38,34,63.5169859429322
38,42,11.680140449916433
38,52,95.78910504143504
38,53,26.705948183911076
38,66,34.364536654648234
38,77,21.915667597768064
38,78,57.292062928347434
38,79,77.24148831386876
38,82,71.43417734061079
38,83,25.32423817499754
38,84,78.8345880987575
38,88,86.7651210787485
38,91,5.723499088143713
39,1,20.427547709963335
39,3,93.93867043133326
39,5,1.8376616419864544
39,6,95.07410160026562
39,12,19.93532310713677
39,17,97.66077642382717
39,20,63.021528955345495
39,22,78.97894846699683
39,23,15.574105573938745
39,32,23.31888802784785
39,36,67.44273374331966
39,38,78.59748445798905
39,39,30.4191809653629
39,47,69.59505556277684
39,50,83.03604986232462
39,51,58.160298059740065
39,60,58.08882896265435
39,63,60.76595954645752
39,66,65.25957725911091
39,69,76.58346235987133
39,71,49.26204283993497
39,77,32.02110120152199
39,79,85.655106631075
39,94,36.17865940624504
39,96,96.09487674776372
39,98,46.9259233824944
39,99,46.37419672299886
40,1,46.8595499449293
40,4,94.21038719554468
40,10,9.98061496055942
40,11,28.890672604491307
40,24,67.4576367691552
40,28,46.32305149633895
40,31,79.85818829571996
40,47,60.08383263356377
40,54,82.46336063775097
40,58,86.1533481381338
40,61,48.494846463629905
40,64,21.19020278272051
40,72,89.7477475321367
40,73,90.78782940213223
40,74,17.56621332804167
40,83,9.226641823527771
40,84,10.67605521910393
40,88,40.196148517432526
40,89,57.9356263992167
40,90,35.31084416935679
40,91,65.07798521312151
40,92,39.186408235975065
40,93,54.22903624322342
40,94,78.5039053704311
41,1,30.375868457275324
41,9,63.40705137073422
41,12,82.28723352840758
41,14,86.85196611777005
41,20,82.18701287134806
41,24,54.254810264753196
41,31,19.773493207868786
41,32,51.093781827915286
41,36,69.09798274623877
41,37,21.317554025456054
41,38,59.93325768913318
41,46,53.03892313803843
41,67,3.9054302341402947
41,69,99.09804172952413
41,74,66.91525926220766
41,75,18.221692263134248
41,77,51.82450936776649
41,78,84.45014865985745
41,82,62.009883588288325
41,86,62.12617640772516
41,89,96.73701941847895
41,98,34.388487103925534
42,7,12.542800226617379
42,13,3.660812699917204
42,18,35.535031867133846
42,34,14.446486812311077
42,39,20.212246883936203
42,42,97.85522811209722
42,45,27.837928688297175
42,47,65.9943516032495
42,50,39.54472059635105
42,53,5.435456469181399
42,59,85.7784327365826
42,60,51.94137960761168
42,66,22.33647927819218
42,67,2.245861909964608
42,70,48.315022795778496
42,71,35.758416100812966
42,72,12.416036685979448
42,74,45.878079234947414
42,78,15.836724616133003
42,79,89.858353952853
42,82,25.961453465780316
42,83,78.42950097476064
42,90,50.71960602408415
42,92,96.08272932413317
42,95,11.463062796410862
43,2,16.716703602716223
43,4,48.78044659058241
43,9,39.295644798898635
43,10,59.99541093656149
43,12,33.18755599431058
43,13,34.789835988290484
43,22,65.54066477028914
43,25,54.592998879564
43,26,37.00619474132474
43,27,50.51824958666206
43,33,44.67990920368643
43,34,93.5435756153787
43,35,13.083741152123874
43,40,60.12794812617241
43,46,50.49165758437759
43,47,65.43873109944843
43,50,91.89991081048733
43,56,16.147891191048725
43,58,51.58817075599686
43,60,77.54603797940969
43,70,89.0622360407301
43,71,38.90982481630727
43,72,24.22262818061789
43,73,61.00048545124618
43,75,18.713359869386704
43,81,68.71573481143417
43,90,49.09815443497938
43,93,64.65752843494101
43,94,97.7906644578928
43,99,75.489712685204
44,10,50.56886893011813
44,19,76.8768390319612
44,24,57.65315287951416
44,26,55.07268734305136
44,27,32.67128212065295
44,33,46.91721878357073
44,35,92.93653573409148
44,36,3.608183933753406
44,41,95.43469663000009
44,42,24.263213684725116
44,46,34.004189791299986
44,50,67.13483523730318
44,57,39.01474606611747
44,59,83.92266002840803
44,60,17.034694652333815
44,64,40.3023556781766
44,68,50.07301093455585
44,72,53.699295406732915
44,75,23.52965550221542
44,76,65.46698381244688
44,77,47.57656246141967
44,93,18.44374109487251
44,94,51.82523257216308
44,95,8.887211113068583
44,97,54.804930987408184
45,1,52.75476839566045
45,4,44.550627367387094
45,6,57.36139780813817
45,8,87.14685006655822
45,9,33.240214344685484
45,10,41.65575521801994
45,11,38.46238508467494
45,14,96.90365903522475
45,16,21.642048026771675
45,21,34.39821332687972
45,24,33.02320737643608
45,29,51.64525964128277
45,35,89.85202396441825
45,45,68.33216961681602
45,47,75.12537568980436
45,49,34.25362025652555
45,53,53.27191024027247
45,55,62.04792435759761
45,58,14.983038073891974
45,62,81.18139358018479
45,63,33.19141395151741
45,64,14.600218786846142
45,65,78.27424847142493
45,67,37.10480766382452
45,72,58.562047609949865
45,73,25.597467413675524
45,74,8.795826370906145
45,75,1.0145151174485667
45,85,8.65854489353579
45,93,45.55296558950407
45,95,42.588635984976364
45,97,32.21178383548333
46,5,22.19301148760575
46,6,34.25397974469034
46,7,46.67789662000399
46,13,45.5301435519737
46,25,51.05637920685747
46,27,84.36975046234656
46,32,10.175963739068939
46,35,3.844974883266805
46,40,97.92797749753059
46,43,68.46556377599717
46,44,89.44257980606696
46,47,22.36158767941756
46,50,21.79650413609352
46,51,88.1468965135767
46,55,15.38362739041441
46,57,43.559299226332485
46,60,50.97662194110866
46,63,87.24155592642734
46,64,29.457980092061618
46,66,64.14832379789053
46,67,96.0454290974955
46,68,53.566332674766315
46,74,94.38517958701873
46,75,25.471729541773936
46,88,36.22245634296706
46,93,27.42206967882509
46,97,22.179409434205777
46,99,83.33002599621611
47,1,92.7516887142224
47,4,66.71664294958207
47,5,22.53288268206578
47,23,27.238703258698393
47,26,7.877370547941687
47,39,97.6028943675978
47,45,51.20791913441529
47,47,6.230118492835124
47,49,20.185001011192337
47,51,73.15046169707416
47,61,24.748339865521483
47,66,81.17800226019655
47,70,41.529282981885565
47,72,36.8572933063228
47,92,43.07008016037411
47,96,23.366851932856726
47,98,0.3116941852613797
48,0,36.750219472678324
48,1,99.51425139573658
48,2,21.12618949430062
48,10,39.36755721242539
48,11,96.44837719574588
48,13,74.18481093166612
